inventory_id,date_added,inventory_number,inventory_name,inventory_description,inventory_order,inventory_size,category_id,inventory_price,inventory_reserved,inventory_image,inventory_userid,inventory_quantity,inventory_manufacturer,inventory_FOB,inventory_detail_page,inventory_owner_email,inventory_make,inventory_model,inventory_year,inventory_serial
1804,0,2-0602,2000,,0,,0,0.00,,,0,0,,,,,ISUZU,NPR,,
1805,0,2-0605A,2001,,0,,0,0.00,,,0,0,,,,,JEEP,GRAND CHEROKEE,,
1806,0,2-0606,2009,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,SPRDTY F350 DRW,,
1807,0,2-0608,2008,,0,,0,0.00,,,0,0,,,,,JEEP,WRANGLER,,
1808,0,2-0609,2008,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,SPRDTY F350 SRW,,
1809,0,2-0611,2007,,0,,0,0.00,,,0,0,,,,,TOYOTA TRUCK,TUNDRA,,
1810,0,2-0613,2010,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,F-150,,
1811,0,2-0618,2008,,0,,0,0.00,,,0,0,,,,,HONDA TRUCK,SANTA FE,,
1812,0,2-0619,2004,,0,,0,0.00,,,0,0,,,,,GMC,CANYON,,
1813,0,2-0620,2007,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 1500,,
1814,0,2-0621,2003,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,F-150,,
1815,0,2-0622,2007,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 2500,,
1816,0,2-0623,2005,,0,,0,0.00,,,0,0,,,,,JEEP,WRANGLER,,
1817,0,2-0624,2005,,0,,0,0.00,,,0,0,,,,,JEEP,GRAND CHEROKEE,,
1818,0,2-0628,2006,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,F-150,,
1819,0,2-0629A,2006,,0,,0,0.00,,,0,0,,,,,BMW,5-SERIES,,
1820,0,2-0630,2007,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,TAHOE,,
1821,0,2-0631,2010,,0,,0,0.00,,,0,0,,,,,GMC,SIERRA 1500,,
1822,0,2-0632,2008,,0,,0,0.00,,,0,0,,,,,TOYOTA TRUCK,TUNDRA 2WD TRK,,
1823,0,2-0633,2007,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 1500,,
1824,0,2-0634,2008,,0,,0,0.00,,,0,0,,,,,PONTIAC,SOLSTICE,,
1825,0,2-0635,2008,,0,,0,0.00,,,0,0,,,,,NISSAN TRUCK,TITAN (2008.5),,
1826,0,2-0636,2004,,0,,0,0.00,,,0,0,,,,,GMC,SIERRA 1500,,
1827,0,2-0638,2005,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1828,0,2-0639,2004,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 2500,,
1829,0,2-0641,2007,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,SUPER DUTY F250,,
1830,0,2-0642,2008,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1831,0,2-0643,2005,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,TAHOE,,
1832,0,2-0644,2010,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,F-150,,
1833,0,2-0645,2003,,0,,0,0.00,,,0,0,,,,,HYUNDAI,SANTA FE,,
1834,0,2-0647,2003,,0,,0,0.00,,,0,0,,,,,GMC,YUKON,,
1835,0,2-0648A,2009,,0,,0,0.00,,,0,0,,,,,GMC,ACADIA,,
1836,0,2-0653,2002,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1837,0,2-0654,2005,,0,,0,0.00,,,0,0,,,,,MERCEDES-BENZ,C-CLASS,,
1838,0,2-0655,2003,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1839,0,2-0657,2001,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,SUPER DUTY F250,,
1840,0,2-0658,2003,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1841,0,2-0659A,1999,,0,,0,0.00,,,0,0,,,,,JEEP,WRANGLER,,
1842,0,2-0661,2011,,0,,0,0.00,,,0,0,,,,,JEEP,PATRIOT,,
1843,0,2-0663,2004,,0,,0,0.00,,,0,0,,,,,JEEP,WRANGLER,,
1844,0,2-0664,2004,,0,,0,0.00,,,0,0,,,,,GMC,ENVOY,,
1845,0,2-0665,2006,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1846,0,2-0667,2007,,0,,0,0.00,,,0,0,,,,,GMC,YUKON XL DENALI,,
1847,0,2-0668,2007,,0,,0,0.00,,,0,0,,,,,GMC,ACADIA,,
1848,0,2-0669,2000,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,NEW TAHOE,,
1849,0,2-0670,2010,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 2500H,,
1850,0,2-0672,2010,,0,,0,0.00,,,0,0,,,,,CHRYSLER,TOWN & COUNTRY,,
1851,0,2-0673,2011,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,DAKOTA,,
1852,0,2-0674,2007,,0,,0,0.00,,,0,0,,,,,NISSAN TRUCK,TITAN,,
1853,0,2-0675,2011,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,F-150,,
1854,0,2-0676,2004,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,EXPRESS VAN,,
1855,0,2-0677,2000,,0,,0,0.00,,,0,0,,,,,CHEVROLET,MALIBU,,
1856,0,2-0678,2002,,0,,0,0.00,,,0,0,,,,,CHEVROLET,MONTE CARLO,,
1857,0,2-0679,2008,,0,,0,0.00,,,0,0,,,,,FORD,FUSION,,
1858,0,2-0680,2006,,0,,0,0.00,,,0,0,,,,,NISSAN,ALTIMA,,
1859,0,2-0681,1998,,0,,0,0.00,,,0,0,,,,,CHRYSLER,SEBRING,,
1860,0,2-0682,2003,,0,,0,0.00,,,0,0,,,,,BMW,3-SERIES,,
1861,0,2-0683,2005,,0,,0,0.00,,,0,0,,,,,DODGE,CARAVAN,,
1862,0,2-0684,2002,,0,,0,0.00,,,0,0,,,,,FORD,TAURUS,,
1863,0,2-0685,2001,,0,,0,0.00,,,0,0,,,,,FORD,MUSTANG,,
1864,0,2-0686,1999,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,RANGER,,
1865,0,2-0687,2005,,0,,0,0.00,,,0,0,,,,,DODGE,STRATUS SDN,,
1866,0,2-0688,1999,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SUBURBAN,,
1867,0,2-0689,2004,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1868,0,2-0690,1998,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,BLAZER,,
1869,0,2-0691,1996,,0,,0,0.00,,,0,0,,,,,JEEP,GRAND CHEROKEE,,
1870,0,2-0692,2002,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 1500,,
1871,0,2-0693,2001,,0,,0,0.00,,,0,0,,,,,DODGE,DURANGO,,
1872,0,2-0694,2000,,0,,0,0.00,,,0,0,,,,,GMC,NEW SIERRA 1500,,
1873,0,2-0695,2005,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 2500,,
1874,0,2-0696,2005,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 3500,,
1875,0,2-0697,2001,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,RANGER,,
1876,0,2-0699,2005,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 2500,,
1877,0,2-0700,2007,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SUBURBAN,,
1878,0,2-0701,2010,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 3500,,
1879,0,2-0702,2005,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1880,0,2-0705,2006,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1881,0,2-0706,2004,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 2500,,
1882,0,2-0707,2008,,0,,0,0.00,,,0,0,,,,,DODGE TRUCK,RAM 1500,,
1883,0,2-0708,2004,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,AVALANCHE,,
1884,0,2-0709,2003,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 2500,,
1885,0,2-0710,2008,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 3500,,
1886,0,2-0711,2006,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,SUPER DUTY F250,,
1887,0,2-0712,2007,,0,,0,0.00,,,0,0,,,,,JEEP,WRANGLER,,
1888,0,2-0713,2008,,0,,0,0.00,,,0,0,,,,,MINI,COOPER CONV,,
1889,0,2-0714,2011,,0,,0,0.00,,,0,0,,,,,NISSAN TRUCK,XTERRA,,
1890,0,2-0715,2006,,0,,0,0.00,,,0,0,,,,,SUBARU,IMPREZA WAGON,,
1891,0,2-0716,2010,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,AVALANCHE,,
1892,0,2-0717,2010,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,F-150,,
1893,0,2-0718,2010,,0,,0,0.00,,,0,0,,,,,JEEP,WRANGLER UNLIMI,,
1894,0,2-0719,2005,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 1500,,
1895,0,2-0720,2008,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,COLORADO,,
1896,0,184450,2004,,0,,0,0.00,,,0,0,,,,,LINCOLN TRUCK,AVIATOR,,
1897,0,252750,2010,,0,,0,0.00,,,0,0,,,,,CHEVROLET,CORVETTE,,
1898,0,273934,2009,,0,,0,0.00,,,0,0,,,,,DODGE,JOURNEY,,
1899,0,287813,2010,,0,,0,0.00,,,0,0,,,,,CADILLAC TRUCK,ESCALADE,,
1900,0,355018,2008,,0,,0,0.00,,,0,0,,,,,JEEP,WRANGLER,,
1901,0,369627,2006,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 1500,,
1902,0,376202,2006,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,SUPER DUTY F250,,
1903,0,384237,2006,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,EXPEDITION,,
1904,0,384603,2007,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,EXPLORER,,
1905,0,384968,2004,,0,,0,0.00,,,0,0,,,,,GMC,SIERRA 1500,,
1906,0,389351,2007,,0,,0,0.00,,,0,0,,,,,GMC,YUKON XL DENALI,,
1907,0,394464,2005,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,TAHOE,,
1908,0,399578,2010,,0,,0,0.00,,,0,0,,,,,JEEP,PATRIOT,,
1909,0,403229,2008,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,AVALANCHE,,
1910,0,406151,2010,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,SUPER DUTY F250,,
1911,0,416013,2007,,0,,0,0.00,,,0,0,,,,,TOYOTA TRUCK,TUNDRA,,
1912,0,420031,2004,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,F-150,,
1913,0,426971,2005,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 1500,,
1914,0,436102,2004,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SUBURBAN,,
1915,0,436832,2000,,0,,0,0.00,,,0,0,,,,,CADILLAC TRUCK,ESCALADE,,
1916,0,440849,2004,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,F-150,,
1917,0,453633,2005,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,SILVERADO 1500,,
1918,0,453998,2006,,0,,0,0.00,,,0,0,,,,,CHEVROLET TRUCK,TAHOE,,
1919,0,454363,2006,,0,,0,0.00,,,0,0,,,,,GMC,SIERRA 1500,,
1920,0,464956,2007,,0,,0,0.00,,,0,0,,,,,FORD TRUCK,SUPER DUTY F250,,
1921,0,467147,2006,,0,,0,0.00,,,0,0,,,,,DODGE,DURANGO,,
1922,0,468243,2006,,0,,0,0.00,,,0,0,,,,,NISSAN TRUCK,ARMADA,,
